,TM,Q,xaj,sac,hbv
0,1985-03-07,14.186740151224479,0.4925327005390861,0.0,0.0
1,1985-03-08,13.563769525821407,0.6006263380066093,354.33358853294067,1.8782130376733295
2,1985-03-09,12.969115747027567,33.44096886698242,416.40763675426916,2.165684173650915
3,1985-03-10,12.629313587716801,20.156220826286905,408.07933465599143,10.600541274203927
4,1985-03-11,12.261194581796804,2.7449394332805963,387.04555210644213,19.103123390799283
5,1985-03-12,12.03465980892296,2.7145397163093206,361.930533735181,21.53801873167937
6,1985-03-13,11.893075575876809,2.5617169635058143,336.3123283936281,20.909945150848298
7,1985-03-14,11.666540803002965,2.38630032142257,311.1568186440283,18.821536446778776
8,1985-03-15,11.553273416566043,2.2168055478306274,287.5820814396303,16.12051792677963
9,1985-03-16,11.553273416566043,2.0605001233467295,265.753783328749,13.579121296646147
10,1985-03-17,13.054066286855258,1.9184079582639102,245.6078417595707,12.062092994799714
11,1985-03-18,15.036245549501393,1.7897974863626853,227.0308500906607,11.102113266305325
12,1985-03-19,15.007928702892162,1.6735161297734902,209.90465281378394,10.446912388118271
13,1985-03-20,14.158423304615248,1.568379892261891,194.1169650044909,9.960253476681661
14,1985-03-21,13.223967366510642,1.473280584322835,179.5632681269372,9.56850824131254
15,1985-03-22,14.27169069105217,1.3872093198722537,166.1472200098187,9.231832140656927
16,1985-03-23,14.498225463926014,9.010419702735025,153.7798431903047,8.928612002439635
17,1985-03-24,13.846937991913713,1.9515685711824957,142.37955502896372,9.020453200486742
18,1985-03-25,12.969115747027567,1.8835509087315985,131.86985148265975,8.949482109770502
19,1985-03-26,12.006342962313731,1.7859563014797013,122.18150439391044,8.78922268283778
20,1985-03-27,11.213471257255277,1.6867928632966813,113.25027915391044,8.584432083124055
21,1985-03-28,10.647134325070667,1.5937254014765214,105.01696017024743,8.359149908941944
22,1985-03-29,10.27901531915067,1.508390720636899,97.42696323578487,8.12624097320839
23,1985-03-30,10.109114239495288,1.4306845852276777,90.42997329750689,7.892543955672866
24,1985-03-31,10.024163699667595,1.360040955736171,83.97961055628413,7.661649232992771
25,1985-04-01,9.79762892679375,1.2958096041558178,78.03313694262185,7.442781738088993
26,1985-04-02,9.599411000529138,1.2373638694617004,72.55111424517143,7.225836202769222
27,1985-04-03,9.429509920873755,2.069975003805027,67.49723158665613,7.01288102786377
28,1985-04-04,9.061390914953758,1.230694523082229,62.838140983994094,6.854411642790362
29,1985-04-05,8.863172988689145,1.185843360350849,58.542691076237794,6.677173756036798
30,1985-04-06,11.723174496221425,10.126246361372619,54.58257851917229,6.492550097391696
31,1985-04-07,15.40436455542139,10.949604903112292,50.932154248990656,6.489537750145118
32,1985-04-08,15.744166714732156,79.18558483636978,47.56656071118335,6.719128986230406
33,1985-04-09,14.611492850362936,5.346871828547203,50.872377323254376,11.47076244610326
34,1985-04-10,11.723174496221425,8.151059326530124,54.52003104757891,12.420536234331786
35,1985-04-11,9.71267838696606,57.210296414641924,53.77699354709328,12.662675357395687
36,1985-04-12,8.948123528516836,98.27759466472673,54.485913975625714,21.249676958965527
37,1985-04-13,8.636638215815301,12.596462344261823,64.35209375008252,45.467100534095714
38,1985-04-14,8.495053982769148,12.330644451032992,69.60893428355874,55.63764810320081
39,1985-04-15,9.259608841218371,11.642799510717634,68.36168955345335,57.701771068485876
40,1985-04-16,11.524956569956812,10.88759339766411,64.55244265399566,55.70285598854738
41,1985-04-17,12.062976655532191,10.165424445770594,60.37405710779103,51.79578038574348
42,1985-04-18,11.581590263175272,19.076289366802627,56.35479511114339,47.118742362192684
43,1985-04-19,10.647134325070667,10.724032332526697,52.607940775121314,45.518738384135254
