,TM,Q,xaj,sac,hbv
1827,1985-01-01,10.590500631852205,14.655323771542243,0.0,0.0
1828,1985-01-02,13.818621145304482,10.283111877320886,2131.110305792534,0.509864191036185
1829,1985-01-03,13.875254838522944,10.173234421986239,917.2405812448068,0.7702522451977617
1830,1985-01-04,19.708525240024425,12.173318406654369,412.0309354928732,0.9276565185514759
1831,1985-01-05,25.230310328824373,5.424973015437968,203.5947290902004,1.20499730457643
1832,1985-01-06,18.519217682436743,3.658732741562376,107.8462368271324,1.0368731476940722
1833,1985-01-07,15.40436455542139,2.3064062515268686,70.31227549266599,0.8706448500382034
1834,1985-01-08,13.223967366510642,1.4117309791489814,54.02985388287598,0.7283886111075848
1835,1985-01-09,11.298421797082968,0.8525729090877863,46.62564124355411,0.6077928479050589
1836,1985-01-10,10.165747932713748,3.777580776099851,42.93963356438872,0.5056563572316698
1837,1985-01-11,9.68436154035683,5.085724874719217,44.18766730350264,0.63604118537221
1838,1985-01-12,8.919806681907605,2.350975525087737,42.786717991038486,0.778419971018497
1839,1985-01-13,8.240202363286075,1.568167712933884,38.207327756301126,0.6658068360052851
1840,1985-01-14,7.928717050584539,0.9845347334749746,37.18142538173733,0.5566753452932621
1841,1985-01-15,7.588914891273773,0.6020237668176014,36.22685257451982,0.46343968443852607
1842,1985-01-16,7.022577959089163,0.36388554279667684,35.314575383920456,0.3844548859476009
1843,1985-01-17,22.11545720180902,11.132000873666247,34.635307042207415,0.31760758924239635
1844,1985-01-18,21.917239275544404,4.360631983905935,43.26752076518733,0.2610616816266252
1845,1985-01-19,17.329910124849064,3.1741268153242843,32.74596932432595,0.2754547670259795
1846,1985-01-20,13.761987452086021,3.9881039309432116,31.928608506150777,0.471335528799772
1847,1985-01-21,11.015253330990662,2.112379004890117,33.18772861677726,0.40659399562824594
1848,1985-01-22,9.68436154035683,1.3569664748116783,30.36443679015133,0.3382098700920236
1849,1985-01-23,9.033074068344527,0.838240275203326,29.610193271696254,0.2795366578736168
1850,1985-01-24,8.636638215815301,0.5088904790597489,28.875421221769336,0.22985667861104467
1851,1985-01-25,8.381786596332226,0.30672014456038504,28.158882696878123,0.1878513677920647
1852,1985-01-26,7.702182277710695,0.18453698223595988,27.46012495020461,0.21837744915923069
1853,1985-01-27,6.909310572652241,0.11122308384871751,26.77870675474103,0.18232146398589372
1854,1985-01-28,7.475647504836851,7.530497544645011,26.11419783255829,0.1482159325612482
1855,1985-01-29,9.825945773402982,3.36363256573507,32.21984030254211,0.11920412664241577
1856,1985-01-30,9.769312080184521,6.320431864916602,24.88744323840193,0.09471535564398172
1857,1985-01-31,11.723174496221425,23.029640194816242,27.653927997859608,0.33071472328393625
1858,1985-02-01,75.60598044664542,59.808645100428514,38.67898094631494,1.7225648075834532
1859,1985-02-02,163.38820493525995,78.88935747266076,77.79164788545067,5.794291039541918
1860,1985-02-03,147.53077083409087,63.17084436902731,58.91390165579201,5.168156354110005
1861,1985-02-04,66.82775799778398,45.129143194340564,35.892757827663196,4.396474868998377
1862,1985-02-05,50.68715543052259,78.12360264911156,29.342734781613913,3.7273884789022675
1863,1985-02-06,73.62380118399929,85.68720673973121,44.62207646491885,8.311108052729368
1864,1985-02-07,62.580231006399394,59.36001480842352,37.22031826378449,9.333704170053505
1865,1985-02-08,37.661405990276556,39.03270303506734,26.821964837943593,8.052484260621112
1866,1985-02-09,27.439024364344352,24.34500961708359,23.81271892669582,6.838478142769166
1867,1985-02-10,22.73842782721209,14.831550466435441,21.099052605698702,5.800587787552791
1868,1985-02-11,28.6000150753228,43.64550660695548,19.689674092200754,4.9192058221561945
1869,1985-02-12,66.82775799778398,74.08878323387864,34.01044603553303,8.551912397686879
1870,1985-02-13,56.350524752368685,55.63443553129712,46.299511100504766,7.512822047887307
1871,1985-02-14,34.82972132935351,39.08425854784788,43.05048825033009,6.388188348916838
1872,1985-02-15,28.316846609230495,25.057512748372567,39.355786771861844,5.419316259049118
1873,1985-02-16,24.239220697501306,15.461492230663591,26.446026548536967,4.596108519781266
1874,1985-02-17,20.55803063830134,9.378413713979356,20.808505527931388,3.897343131214544
1875,1985-02-18,18.009514443470596,5.647326677932978,18.214518114724637,4.226280957630841
1876,1985-02-19,20.416446405255186,17.408509236912803,16.895974521336363,5.21719964285989
1877,1985-02-20,38.510911388553474,14.254643942469183,24.40098972460326,7.667898599937576
1878,1985-02-21,29.449520473599716,10.30373369013271,17.06311364444655,7.307749296012859
1879,1985-02-22,23.814467998362847,6.753378283291017,23.032046611158865,6.24692886237528
1880,1985-02-23,20.303179018818266,4.215058558292458,19.837199588326484,5.30204483453954
1881,1985-02-24,18.490900835827514,5.669959282394766,16.5757281839692,4.497407691354323
1882,1985-02-25,18.88733668835674,9.248938410112192,18.267407477083168,5.165514220339526
1883,1985-02-26,27.354073824516657,23.319381559514685,18.796571232367665,6.356565608262103
1884,1985-02-27,26.16476626692898,17.550157262813435,24.30829909262167,8.838891819449888
1885,1985-02-28,21.011100184049027,12.380020431639648,27.465795318007025,7.702805217989545
1886,1985-03-01,18.32099975617213,7.953353608228432,31.3311599664772,6.547569749519588
1887,1985-03-02,16.59367211300907,5.250490048787836,20.510393550793722,5.555736183134836
1888,1985-03-03,14.243373844442939,3.1696841333923387,17.124951464260437,5.312705197477374
1889,1985-03-04,12.685947280935261,1.929794585890906,13.667175809628642,4.542195612906041
1890,1985-03-05,14.724760236799858,9.62859691695385,12.598040304281863,3.8549728227099633
1891,1985-03-06,17.83961336381521,4.767822033573628,19.31732052475769,6.464642465615766
1892,1985-03-07,14.3000075376614,3.253295124511007,11.559710315875995,5.673031960830735
1893,1985-03-08,12.827531513981414,2.0656607895129135,11.217226054564042,4.8241216290625015
1894,1985-03-09,12.062976655532191,3.3505227581649986,10.916794693111575,4.0931333549755164
1895,1985-03-10,11.46832287673835,1.8180511618053679,13.87000390812978,4.880216337468695
1896,1985-03-11,11.524956569956812,1.1960370337026431,10.370121532275899,4.223103718567804
1897,1985-03-12,10.958619637772202,0.9014696719036837,10.109996434887401,3.58733997810781
1898,1985-03-13,10.052480546276826,0.5368742738531634,12.171936163479511,4.018880390319279
1899,1985-03-14,9.287925687827602,0.33509239393724904,9.61420148258962,3.466658504735238
1900,1985-03-15,8.55168767598761,0.20731331625733734,9.568942522089278,3.0236887497643483
1901,1985-03-16,7.843766510756847,0.1287104221582103,9.142214370977285,2.5694044983413638
1902,1985-03-17,7.41901381161839,0.08092085103757735,8.915280428597724,2.179209041499799
1903,1985-03-18,6.909310572652241,0.0519458015316154,8.694049277819987,1.8477543754134822
1904,1985-03-19,6.371290487076862,0.03432597090190259,8.478307966329728,1.566418517453986
1905,1985-03-20,6.0031714811568655,0.023527474157484136,8.267920237742281,1.3276420878650326
1906,1985-03-21,5.8615872481107125,7.093574108295466,8.062753243824538,1.12499386127334
